customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-001573,Male,0,Yes,No,53,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,94.6,3661.08,Yes
CUST-001574,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Electronic check,102.33,5381.53,No
CUST-001575,Female,0,Yes,No,10,Yes,No,No,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),73.61,941.42,No
CUST-001576,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,81.23,1405.91,Yes
CUST-001577,Female,0,No,No,40,Yes,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,89.07,4478.79,Yes
CUST-001578,Female,0,Yes,Yes,58,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,105.61,4062.69,Yes
CUST-001579,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),30.47,241.66,No
CUST-001580,Male,0,No,No,43,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Credit card (automatic),112.47,3193.18,No
CUST-001581,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),20.65,495.37,No
CUST-001582,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,103.29,1909.54,No
CUST-001583,Female,0,Yes,No,37,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),25.83,1223.2,Yes
CUST-001584,Male,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,37.85,1572.68,Yes
CUST-001585,Male,0,No,Yes,46,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,18.4,962.88,No
CUST-001586,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,63.42,1772.64,No
CUST-001587,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.1,3140.4,No
CUST-001588,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,34.93,232.32,Yes
CUST-001589,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),64.01,4425.04,Yes
CUST-001590,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.04,154.31,Yes
CUST-001591,Male,1,No,No,53,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,96.3,4023.72,Yes
CUST-001592,Female,1,No,No,25,No,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),109.1,2720.38,Yes
CUST-001593,Female,0,Yes,Yes,27,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.56,2702.88,No
CUST-001594,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,30.69,23.39,No
CUST-001595,Male,0,Yes,No,51,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,48.13,1887.79,No
CUST-001596,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,111.16,1844.06,Yes
CUST-001597,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),27.05,1230.48,Yes
CUST-001598,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,59.5,2306.43,Yes
CUST-001599,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,114.14,6023.79,No
CUST-001600,Female,0,No,No,51,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,114.97,5382.08,Yes
CUST-001601,Male,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.94,1448.53,No
CUST-001602,Female,1,No,Yes,53,No,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,86.07,6105.45,Yes
CUST-001603,Male,0,No,Yes,60,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.59,5383.98,Yes
CUST-001604,Female,1,No,Yes,23,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,2446.3,No
CUST-001605,Female,1,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,21.22,221.52,Yes
CUST-001606,Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),32.7,1794.5,Yes
CUST-001607,Female,0,No,No,10,No,No,DSL,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,80.65,1036.94,No
CUST-001608,Male,0,No,Yes,43,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.72,1388.95,Yes
CUST-001609,Female,0,No,No,17,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,85.94,1000.92,Yes
CUST-001610,Female,1,No,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,53.82,667.77,Yes
CUST-001611,Male,0,No,Yes,56,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Electronic check,108.44,7841.67,Yes
CUST-001612,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.56,856.07,Yes
CUST-001613,Male,0,No,Yes,48,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.27,3736.18,Yes
CUST-001614,Female,0,No,No,50,Yes,Yes,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),96.84,4714.24,No
CUST-001615,Male,0,Yes,No,4,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,45.66,156.8,No
CUST-001616,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.41,680.89,Yes
CUST-001617,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,38.14,1540.96,Yes
CUST-001618,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Two year,Yes,Mailed check,105.81,4069.43,Yes
CUST-001619,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,101.95,780.76,Yes
CUST-001620,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),110.02,7998.67,Yes
CUST-001621,Female,0,No,Yes,19,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,1577.39,No
CUST-001622,Female,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,115.88,156.54,Yes
CUST-001623,Male,1,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,41.29,3073.15,Yes
CUST-001624,Female,0,No,No,1,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,113.05,149.19,Yes
CUST-001625,Male,1,No,No,40,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.26,2096.9,No
CUST-001626,Male,0,Yes,No,72,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),61.09,4830.77,Yes
CUST-001627,Female,0,No,No,42,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),75.16,4039.24,Yes
CUST-001628,Male,0,No,No,42,No,No,No,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,52.95,1923.09,No
CUST-001629,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,47.43,1004.15,Yes
CUST-001630,Male,0,Yes,No,9,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),42.61,311.4,No
CUST-001631,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,26.41,886.11,No
CUST-001632,Male,0,No,No,65,No,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,68.65,4273.76,Yes
CUST-001633,Female,0,Yes,Yes,6,Yes,No,DSL,No internet service,No,No,No,Yes,No,Two year,Yes,Electronic check,108.55,560.62,Yes
CUST-001634,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,No,Electronic check,82.28,4302.36,Yes
CUST-001635,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),71.14,2387.76,No
CUST-001636,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,61.72,1546.37,Yes
CUST-001637,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.37,684.26,No
CUST-001638,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Mailed check,39.35,2039.55,No
CUST-001639,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,101.94,981.56,No
CUST-001640,Female,1,No,No,19,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),38.24,564.35,No
CUST-001641,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.1,3602.8,No
CUST-001642,Male,0,No,No,3,Yes,Yes,No,No internet service,No,No,No,No,No,Two year,No,Credit card (automatic),95.52,172.15,Yes
CUST-001643,Female,0,No,No,32,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),76.64,2401.01,Yes
CUST-001644,Male,0,Yes,No,43,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.02,2877.4,No
CUST-001645,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),47.69,351.24,No
CUST-001646,Male,1,No,Yes,21,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.92,3163.43,Yes
CUST-001647,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.4,3083.2,Yes
CUST-001648,Female,0,No,No,48,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,99.47,3686.25,Yes
CUST-001649,Female,1,No,No,71,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,No,Electronic check,85.79,5165.26,Yes
CUST-001650,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,104.33,6179.34,No
CUST-001651,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,119.3,1978.22,Yes
CUST-001652,Female,0,No,No,1,Yes,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,60.86,75.6,No
CUST-001653,Male,0,No,Yes,3,Yes,Yes,No,No internet service,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),101.02,212.44,No
CUST-001654,Female,0,Yes,No,43,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.95,2826.11,Yes
CUST-001655,Female,0,No,Yes,11,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,64.19,659.05,Yes
CUST-001656,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,112.55,2333.97,No
CUST-001657,Male,1,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),58.23,4637.77,Yes
CUST-001658,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,75.68,3270.23,No
CUST-001659,Female,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),28.81,1861.87,Yes
CUST-001660,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.03,535.1,No
CUST-001661,Male,0,No,No,45,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,103.75,5363.94,No
CUST-001662,Male,0,No,Yes,44,Yes,No phone service,DSL,No,No,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),58.45,3428.59,No
CUST-001663,Female,0,Yes,Yes,13,Yes,No,No,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,58.2,729.22,Yes
CUST-001664,Female,0,Yes,No,40,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Two year,No,Electronic check,43.09,1148.72,No
CUST-001665,Male,0,No,Yes,38,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.14,2753.49,No
CUST-001666,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),100.19,2600.01,No
CUST-001667,Male,0,No,No,54,No,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),109.31,7370.86,No
CUST-001668,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),25.15,1074.95,No
CUST-001669,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,76.63,3785.28,Yes
CUST-001670,Male,0,Yes,No,52,Yes,No,No,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),65.66,2796.19,No
CUST-001671,Female,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.66,3220.82,Yes
CUST-001672,Male,0,No,No,41,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,63.62,2204.6,No
CUST-001673,Male,0,Yes,No,19,No,Yes,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.66,699.86,Yes
CUST-001674,Female,0,Yes,Yes,55,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,66.13,3000.64,No
CUST-001675,Female,1,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,77.36,4538.01,Yes
CUST-001676,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,3502.1,Yes
CUST-001677,Female,0,No,No,10,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,66.16,455.9,Yes
CUST-001678,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),101.42,2147.8,No
CUST-001679,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.06,4172.2,Yes
CUST-001680,Female,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),52.82,2540.07,Yes
CUST-001681,Female,1,No,No,68,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,99.66,9184.65,Yes
CUST-001682,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.07,66.96,Yes
CUST-001683,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),33.66,81.33,No
CUST-001684,Male,0,No,No,58,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,77.43,5342.97,No
CUST-001685,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),47.1,1711.41,No
CUST-001686,Female,1,Yes,No,37,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.4,3035.22,No
CUST-001687,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),42.36,1087.83,Yes
CUST-001688,Male,0,Yes,Yes,29,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),86.48,2413.79,Yes
CUST-001689,Female,0,No,No,68,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),44.02,3847.25,No
CUST-001690,Male,1,No,Yes,6,Yes,No,No,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,70.14,497.8,No
CUST-001691,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.76,6280.67,Yes
CUST-001692,Female,0,Yes,Yes,64,No,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),56.89,2896.93,No
CUST-001693,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),107.33,5960.66,Yes
CUST-001694,Male,0,Yes,No,28,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),118.67,4265.17,Yes
CUST-001695,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,107.23,1085.12,Yes
CUST-001696,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,34.92,1941.85,No
CUST-001697,Female,0,Yes,No,34,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,101.61,3178.95,No
CUST-001698,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,21.28,209.14,Yes
CUST-001699,Female,0,Yes,No,26,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,58.12,1541.23,No
CUST-001700,Female,0,No,No,70,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,106.81,9125.92,No
CUST-001701,Female,1,No,No,19,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),88.25,2317.28,Yes
CUST-001702,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,No,Mailed check,72.34,898.56,No
CUST-001703,Male,0,No,Yes,49,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,57.56,2464.65,Yes
CUST-001704,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.85,1269.12,Yes
CUST-001705,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.37,4281.41,Yes
CUST-001706,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.78,3415.83,Yes
CUST-001707,Male,0,No,No,71,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),109.03,5180.04,Yes
CUST-001708,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,41.45,2577.89,Yes
CUST-001709,Female,0,No,No,17,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,35.38,441.4,No
CUST-001710,Female,0,No,No,15,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,83.57,1099.52,No
CUST-001711,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.14,3616.29,Yes
CUST-001712,Female,0,No,No,34,Yes,No,DSL,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,43.22,1170.8,Yes
CUST-001713,Male,1,No,No,64,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),43.47,3031.12,Yes
CUST-001714,Male,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),32.23,2256.43,Yes
CUST-001715,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,105.78,5237.86,No
CUST-001716,Male,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),41.09,1985.56,No
CUST-001717,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Mailed check,69.32,2853.43,Yes
CUST-001718,Female,0,No,No,27,No,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),119.07,3447.31,No
CUST-001719,Male,0,Yes,Yes,30,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,19.24,580.25,No
CUST-001720,Female,0,No,No,37,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.76,1988.55,No
CUST-001721,Male,1,Yes,No,6,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.25,403.56,Yes
CUST-001722,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,100.36,5606.16,Yes
CUST-001723,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.24,2074.77,Yes
CUST-001724,Female,0,No,No,53,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.85,3457.4,Yes
CUST-001725,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,35.13,875.89,Yes
CUST-001726,Male,0,Yes,No,57,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.56,4635.83,Yes
CUST-001727,Male,0,No,Yes,69,Yes,No,No,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,98.04,8411.45,Yes
CUST-001728,Male,0,No,No,41,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),31.94,1057.36,No
CUST-001729,Male,1,No,No,32,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),58.13,2016.68,No
CUST-001730,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,109.08,708.6,Yes
CUST-001731,Female,0,Yes,No,56,Yes,No,DSL,No,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),18.28,873.37,No
CUST-001732,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,48.47,4199.38,Yes
CUST-001733,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.61,3327.98,No
CUST-001734,Male,0,Yes,Yes,63,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,52.08,2589.86,Yes
CUST-001735,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,45.75,3765.29,No
CUST-001736,Female,0,Yes,No,58,Yes,No,DSL,No,No internet service,No,Yes,No,No,Two year,No,Credit card (automatic),64.92,4506.22,No
CUST-001737,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,36.52,1505.93,No
CUST-001738,Male,0,Yes,No,7,No,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,72.02,322.46,No
CUST-001739,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,No,Electronic check,90.08,63.5,Yes
CUST-001740,Male,0,No,No,14,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),76.68,1192.33,No
CUST-001741,Female,0,Yes,Yes,31,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),27.5,654.33,No
CUST-001742,Female,0,Yes,No,54,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,104.13,4388.83,Yes
CUST-001743,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),35.85,1447.24,No
CUST-001744,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),96.01,79.57,Yes
CUST-001745,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,54.78,540.08,Yes
CUST-001746,Male,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),97.84,4370.45,No
